recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-000164,000000000010000115,4000,Slurry Pump Wet End Assembly 250MM SKF,CRITICAL,INTERMITTENT,0,83,8.825,11.600,5.706,7.500,26.327,16.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.825. At the CRITICAL service level of 98% and a 83-day lead time, the reorder point should be 11.6.",HELD,2026-07-29
REC-000165,000000000010000116,2000,Ball Mill Shell Liner Plate DN150 WEIR,NORMAL,INTERMITTENT,4,24,2.326,1.400,1.484,0.900,3.918,3.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 24-day lead time gives a reorder point of 1.4 against the current 2.326.,APPROVED,2026-08-31
REC-000166,000000000010000116,3000,Ball Mill Shell Liner Plate DN150 WEIR,NORMAL,INTERMITTENT,4,24,0.659,1.200,0.389,0.700,4.644,3.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 24-day lead time gives a reorder point of 1.2 against the current 0.659.,APPROVED,2026-08-07
REC-000167,000000000030000021,1000,Belt Scraper Blade Cartridge DN150 ABB,CRITICAL,ON_DEMAND,2,49,0.000,2.900,0.000,2.000,0.000,4.500,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 2.9 and a maximum of 4.5.,APPROVED,2026-08-04
REC-000168,000000000030000021,4000,Belt Scraper Blade Cartridge DN150 ABB,CRITICAL,ON_DEMAND,0,49,0.000,7.900,0.000,5.500,0.000,12.400,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 7.9 and a maximum of 12.4.,APPROVED,2026-05-30
REC-000169,000000000010000117,1000,Ball Mill Gearbox Assembly DN100 ABB,CRITICAL,INTERMITTENT,0,30,2.971,2.200,2.179,1.600,4.021,4.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.971. At the CRITICAL service level of 98% and a 30-day lead time, the reorder point should be 2.2.",PROPOSED,2026-08-04
REC-000170,000000000010000118,4000,Slurry Pump Wet End Assembly 250KW WEIR,INSURANCE,INTERMITTENT,5,126,10.458,9.000,5.264,4.500,10.458,12.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 10.458. At the INSURANCE service level of 90% and a 126-day lead time, the reorder point should be 9.",PROPOSED,2026-07-16
REC-000171,000000000010000119,1000,Screen Exciter Bearing DN150 METSO,CRITICAL,INTERMITTENT,6,192,11.617,16.600,5.529,7.900,29.971,20.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.4 per month over 24 months with a 192-day lead time gives a reorder point of 16.6 against the current 11.617.,REJECTED,2026-07-24
REC-000172,000000000010000120,1000,Vertical Sump Pump Column DN150 ABB,INSURANCE,SLOW,2,139,3.676,2.100,2.001,1.100,3.676,2.700,ROP_MAX_SAFETY_STOCK,Stock on hand 5 exceeds the current maximum 3.676. Consumption of 0.2 per month supports a maximum of 2.7.,APPROVED,2026-05-21
REC-000173,000000000010000120,4000,Vertical Sump Pump Column DN150 ABB,INSURANCE,SLOW,2,139,2.399,2.100,1.306,1.100,4.341,2.700,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 139-day lead time gives a reorder point of 2.1 against the current 2.399.,APPROVED,2026-07-30
REC-000174,000000000030000022,4000,Apron Feeder Gear Reducer 6/4 METSO,IMPACT,ON_DEMAND,0,28,0.000,5.800,0.000,4.100,0.000,11.400,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 5.8 and a maximum of 11.4.,PROPOSED,2026-08-25
REC-000175,000000000030000022,1000,Apron Feeder Gear Reducer 6/4 METSO,IMPACT,ON_DEMAND,2,28,0.000,5.500,0.000,4.000,0.000,10.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 5.5 and a maximum of 10.2.,PROPOSED,2026-05-12
REC-000176,000000000090000004,4000,Slurry Density Transmitter 6/4 ABB,OBSOLETE,NO_DEMAND,0,8,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-08-01
REC-000177,000000000010000121,4000,MCC Feeder Circuit Breaker 250MM KSB,CRITICAL,INTERMITTENT,0,84,8.855,9.300,6.222,6.500,21.290,12.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.855. At the CRITICAL service level of 98% and a 84-day lead time, the reorder point should be 9.3.",APPROVED,2026-05-22
REC-000178,000000000010000122,3000,Crusher Hydroset Cylinder 150MM SIEMENS,NORMAL,INTERMITTENT,5,7,0.279,0.700,0.204,0.500,4.359,3.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 7-day lead time gives a reorder point of 0.7 against the current 0.279.,PROPOSED,2026-08-28
REC-000179,000000000010000123,1000,Ball Mill Shell Liner Plate TYPE B,IMPACT,INTERMITTENT,5,49,3.537,2.800,2.281,1.800,6.072,4.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 49-day lead time gives a reorder point of 2.8 against the current 3.537.,PROPOSED,2026-06-21
REC-000180,000000000010000124,3000,Ball Mill Gearbox Assembly 6/4 FLSM,NORMAL,REGULAR,11,12,11.159,16.400,2.931,4.300,118.119,108.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 30.7 per month over 24 months with a 12-day lead time gives a reorder point of 16.4 against the current 11.159.,HELD,2026-08-01
REC-000181,000000000080000026,3000,Ventilation Fan Motor DN150 MULTOTEC,IMPACT,INTERMITTENT,4,32,0.676,1.600,0.472,1.100,4.633,3.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.676. At the IMPACT service level of 95% and a 32-day lead time, the reorder point should be 1.6.",PROPOSED,2026-08-03
REC-000182,000000000080000026,2000,Ventilation Fan Motor DN150 MULTOTEC,IMPACT,INTERMITTENT,3,32,2.539,1.800,1.858,1.300,5.053,3.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 32-day lead time gives a reorder point of 1.8 against the current 2.539.,HELD,2026-06-11
REC-000183,000000000010000125,4000,Crusher Main Shaft Bearing 150MM SEW,NORMAL,INTERMITTENT,6,23,1.240,1.500,0.738,0.900,6.700,3.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 23-day lead time gives a reorder point of 1.5 against the current 1.24.,APPROVED,2026-07-28
REC-000184,000000000080000027,1000,Thickener Rake Drive Gearbox 8/6 KSB,IMPACT,INTERMITTENT,3,56,1.813,3.700,1.133,2.300,4.812,6.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 1.813. At the IMPACT service level of 95% and a 56-day lead time, the reorder point should be 3.7.",PROPOSED,2026-06-01
REC-000185,000000000010000127,3000,Thickener Rake Seal Kit 250MM ABB,CRITICAL,INTERMITTENT,5,48,5.346,4.100,3.643,2.800,5.716,6.600,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.716. Consumption of 0.8 per month supports a maximum of 6.6.,PROPOSED,2026-07-02
REC-000186,000000000010000127,1000,Thickener Rake Seal Kit 250MM ABB,CRITICAL,INTERMITTENT,5,48,3.322,5.400,2.327,3.800,12.472,8.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.322. At the CRITICAL service level of 98% and a 48-day lead time, the reorder point should be 5.4.",PROPOSED,2026-07-17
REC-000187,000000000010000128,4000,Conveyor Drive Motor TYPE B SEW,NORMAL,INTERMITTENT,3,36,1.481,1.900,0.926,1.200,4.457,3.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 1.481. At the NORMAL service level of 85% and a 36-day lead time, the reorder point should be 1.9.",HELD,2026-07-26
REC-000188,000000000010000129,4000,Hydraulic Power Pack 200MM FLSM,CRITICAL,INTERMITTENT,0,97,4.863,8.500,3.198,5.600,15.151,11.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 4.863. At the CRITICAL service level of 98% and a 97-day lead time, the reorder point should be 8.5.",REJECTED,2026-08-13
REC-000189,000000000010000130,2000,Belt Scraper Blade Cartridge DN100 FLSM,CRITICAL,INTERMITTENT,0,68,4.009,3.700,2.791,2.600,7.427,5.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 4.009. At the CRITICAL service level of 98% and a 68-day lead time, the reorder point should be 3.7.",PROPOSED,2026-05-28
REC-000190,000000000010000131,1000,Ventilation Fan Motor 200MM MULTOTEC,CRITICAL,INTERMITTENT,3,31,5.117,6.700,3.984,5.200,16.264,11.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 31-day lead time gives a reorder point of 6.7 against the current 5.117.,APPROVED,2026-06-06
REC-000191,000000000010000132,2000,Spherical Roller Bearing 250MM SKF,NORMAL,REGULAR,12,49,115.998,75.300,17.595,11.400,309.133,194.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 39.7 per month over 24 months with a 49-day lead time gives a reorder point of 75.3 against the current 115.998.,HELD,2026-06-11
REC-000192,000000000010000132,1000,Spherical Roller Bearing 250MM SKF,NORMAL,REGULAR,10,49,23.166,28.400,3.809,4.700,60.124,72.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 14.7 per month over 24 months with a 49-day lead time gives a reorder point of 28.4 against the current 23.166.,REJECTED,2026-05-21
REC-000193,000000000010000133,3000,Flotation Blower Motor 8/6 ABB,NORMAL,INTERMITTENT,4,17,2.370,1.900,1.516,1.200,6.235,5.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 17-day lead time gives a reorder point of 1.9 against the current 2.37.,APPROVED,2026-07-19
REC-000194,000000000010000134,2000,Apron Feeder Gear Reducer 250KW WEIR,INSURANCE,REGULAR,12,91,75.285,41.900,11.922,6.600,75.285,77.300,ROP_MAX_SAFETY_STOCK,Stock on hand 132 exceeds the current maximum 75.285. Consumption of 11.8 per month supports a maximum of 77.3.,REJECTED,2026-08-06
REC-000195,000000000010000135,3000,Ball Mill Shell Liner Plate 10/8 ABB,NORMAL,INTERMITTENT,7,35,5.687,4.900,2.912,2.500,12.082,11.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 5.687. At the NORMAL service level of 85% and a 35-day lead time, the reorder point should be 4.9.",HELD,2026-06-26
REC-000196,000000000010000135,2000,Ball Mill Shell Liner Plate 10/8 ABB,NORMAL,INTERMITTENT,2,35,1.714,3.300,1.166,2.200,5.896,6.000,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.896. Consumption of 0.9 per month supports a maximum of 6.,APPROVED,2026-08-25
REC-000197,000000000010000136,1000,Variable Speed Drive Unit 250KW SEW,CRITICAL,INTERMITTENT,6,135,11.551,9.600,5.280,4.400,11.551,13.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 11.551. At the CRITICAL service level of 98% and a 135-day lead time, the reorder point should be 9.6.",PROPOSED,2026-05-12
REC-000198,000000000090000005,1000,Spherical Roller Bearing HD ABB,OBSOLETE,NO_DEMAND,0,41,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,REJECTED,2026-06-13
REC-000199,000000000010000137,3000,Valve Assembly 250MM WEIR,IMPACT,REGULAR,12,45,68.750,58.900,18.764,16.100,169.065,145.800,ROP_MAX_SAFETY_STOCK,Regular consumption of 29.0 per month over 24 months with a 45-day lead time gives a reorder point of 58.9 against the current 68.75.,APPROVED,2026-06-15
REC-000200,000000000010000138,2000,Flotation Cell Impeller 6/4 SEW,CRITICAL,INTERMITTENT,6,227,6.780,13.200,2.946,5.700,18.828,16.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 6.78. At the CRITICAL service level of 98% and a 227-day lead time, the reorder point should be 13.2.",PROPOSED,2026-06-08
REC-000201,000000000080000028,1000,Conveyor Idler Roller Set 250MM METSO,NORMAL,INTERMITTENT,5,23,2.960,3.200,1.919,2.100,10.925,7.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.96. At the NORMAL service level of 85% and a 23-day lead time, the reorder point should be 3.2.",APPROVED,2026-06-11
REC-000202,000000000080000029,4000,Thickener Rake Seal Kit DN150 KSB,IMPACT,INTERMITTENT,3,10,0.698,1.600,0.573,1.300,3.902,4.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.698. At the IMPACT service level of 95% and a 10-day lead time, the reorder point should be 1.6.",APPROVED,2026-07-18
REC-000203,000000000010000139,1000,Conveyor Take-Up Pulley 200MM METSO,CRITICAL,INTERMITTENT,0,86,6.569,12.500,4.162,7.900,22.070,17.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 6.569. At the CRITICAL service level of 98% and a 86-day lead time, the reorder point should be 12.5.",PROPOSED,2026-05-31
REC-000204,000000000010000140,4000,Level Radar Transmitter TYPE A FLSM,NORMAL,SLOW,2,33,0.646,0.400,0.498,0.300,1.047,0.700,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.1 per month over 24 months with a 33-day lead time gives a reorder point of 0.4 against the current 0.646.,PROPOSED,2026-06-03
REC-000205,000000000010000141,4000,Mill Lube Pump Motor HD SIEMENS,NORMAL,REGULAR,11,42,36.566,32.500,6.525,5.800,99.366,90.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 35 is below the current reorder point 36.566. At the NORMAL service level of 85% and a 42-day lead time, the reorder point should be 32.5.",APPROVED,2026-06-17
REC-000206,000000000080000030,1000,Thickener Rake Drive Gearbox TYPE B FLSM,IMPACT,INTERMITTENT,5,28,5.124,4.200,3.505,2.900,9.606,8.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 5.124. At the IMPACT service level of 95% and a 28-day lead time, the reorder point should be 4.2.",PROPOSED,2026-05-31
REC-000207,000000000010000142,1000,Ball Mill Shell Liner Plate 8/6 WEIR,CRITICAL,SLOW,1,123,2.675,2.300,1.873,1.600,3.149,2.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.675. At the CRITICAL service level of 98% and a 123-day lead time, the reorder point should be 2.3.",PROPOSED,2026-05-20
REC-000208,000000000010000143,1000,Soft Starter Power Module 6/4 KSB,CRITICAL,INTERMITTENT,0,120,17.544,11.000,9.953,6.200,17.544,14.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 17.544. At the CRITICAL service level of 98% and a 120-day lead time, the reorder point should be 11.",PROPOSED,2026-08-04
REC-000209,000000000010000144,2000,Conveyor Idler Roller Set 150MM SEW,NORMAL,INTERMITTENT,4,19,0.756,1.100,0.492,0.700,2.620,2.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.756. At the NORMAL service level of 85% and a 19-day lead time, the reorder point should be 1.1.",REJECTED,2026-08-29
REC-000210,000000000010000145,1000,Ball Mill Trunnion Bearing 200MM WEIR,NORMAL,SLOW,3,39,0.666,0.800,0.430,0.500,1.608,1.400,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.608. Consumption of 0.2 per month supports a maximum of 1.4.,REJECTED,2026-08-07
REC-000211,000000000080000031,1000,Screen Exciter Bearing 10/8 ABB,IMPACT,INTERMITTENT,5,7,1.972,2.300,1.607,1.900,11.194,7.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 7-day lead time gives a reorder point of 2.3 against the current 1.972.,PROPOSED,2026-05-30
REC-000212,000000000010000146,4000,Hydraulic Power Pack HD WEIR,CRITICAL,INTERMITTENT,0,38,3.550,4.300,2.411,2.900,7.083,7.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.55. At the CRITICAL service level of 98% and a 38-day lead time, the reorder point should be 4.3.",PROPOSED,2026-05-19
REC-000213,000000000010000146,1000,Hydraulic Power Pack HD WEIR,CRITICAL,INTERMITTENT,0,38,3.050,3.500,2.252,2.600,7.695,5.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.05. At the CRITICAL service level of 98% and a 38-day lead time, the reorder point should be 3.5.",PROPOSED,2026-06-11
REC-000214,000000000010000147,2000,Screen Exciter Bearing 8/6 KSB,INSURANCE,INTERMITTENT,7,163,10.900,8.800,3.731,3.000,17.714,12.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 10 is below the current reorder point 10.9. At the INSURANCE service level of 90% and a 163-day lead time, the reorder point should be 8.8.",PROPOSED,2026-08-30
REC-000215,000000000030000023,1000,Crusher Main Shaft Bearing DN150 FLSM,IMPACT,ON_DEMAND,1,36,0.000,3.200,0.000,1.900,0.000,6.600,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 3.2 and a maximum of 6.6.,APPROVED,2026-06-07
REC-000216,000000000010000148,4000,Screen Exciter Bearing DN150 SIEMENS,NORMAL,SLOW,0,28,0.810,0.600,0.576,0.400,1.233,1.100,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 28-day lead time gives a reorder point of 0.6 against the current 0.81.,APPROVED,2026-07-08
REC-000217,000000000010000149,4000,Centrifugal Pump Casing 55KW SIEMENS,NORMAL,REGULAR,10,16,8.606,14.200,1.770,2.900,98.222,79.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 21.6 per month over 24 months with a 16-day lead time gives a reorder point of 14.2 against the current 8.606.,PROPOSED,2026-06-24
REC-000218,000000000080000032,1000,Flotation Cell Impeller 150MM METSO,IMPACT,INTERMITTENT,5,30,5.501,3.600,3.645,2.400,10.350,7.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 30-day lead time gives a reorder point of 3.6 against the current 5.501.,PROPOSED,2026-05-27
REC-000219,000000000010000150,1000,Pressure Transmitter Assembly HD,CRITICAL,INTERMITTENT,4,105,9.075,9.800,5.467,5.900,22.904,13.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 105-day lead time gives a reorder point of 9.8 against the current 9.075.,REJECTED,2026-05-19
REC-000220,000000000010000151,3000,Pump Impeller TYPE B SIEMENS,CRITICAL,INTERMITTENT,0,100,7.985,12.600,4.865,7.700,23.754,17.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.985. At the CRITICAL service level of 98% and a 100-day lead time, the reorder point should be 12.6.",APPROVED,2026-07-17
REC-000221,000000000010000152,1000,Conveyor Drive Gearbox 10/8 ABB,CRITICAL,INTERMITTENT,0,122,12.566,8.500,7.142,4.800,12.566,11.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 12.566. At the CRITICAL service level of 98% and a 122-day lead time, the reorder point should be 8.5.",APPROVED,2026-05-19
REC-000222,000000000010000153,2000,Slurry Pump Mechanical Seal 250MM SEW,INSURANCE,SLOW,2,126,3.586,3.400,2.116,2.000,5.169,4.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 3.586. At the INSURANCE service level of 90% and a 126-day lead time, the reorder point should be 3.4.",APPROVED,2026-05-13
REC-000223,000000000080000033,4000,Mill Lube Pump Motor 150MM SKF,IMPACT,INTERMITTENT,4,16,3.663,3.100,2.634,2.200,10.459,8.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 16-day lead time gives a reorder point of 3.1 against the current 3.663.,HELD,2026-08-12
REC-000224,000000000010000154,1000,Ball Mill Shell Liner Plate DN100 SEW,NORMAL,SLOW,4,51,0.749,1.800,0.460,1.100,3.590,3.000,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 3.59. Consumption of 0.4 per month supports a maximum of 3.,PROPOSED,2026-05-15
REC-000225,000000000010000155,3000,Flow Meter Sensor Head 150MM SEW,INSURANCE,INTERMITTENT,7,196,4.039,4.900,1.375,1.700,9.847,6.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 4.039. At the INSURANCE service level of 90% and a 196-day lead time, the reorder point should be 4.9.",PROPOSED,2026-06-09
REC-000226,000000000010000156,4000,Vertical Sump Pump Column 250MM SKF,CRITICAL,INTERMITTENT,0,128,11.996,15.300,6.504,8.300,15.880,20.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.996. At the CRITICAL service level of 98% and a 128-day lead time, the reorder point should be 15.3.",PROPOSED,2026-07-19
REC-000227,000000000010000156,3000,Vertical Sump Pump Column 250MM SKF,CRITICAL,INTERMITTENT,0,128,11.393,19.100,7.211,12.100,37.271,24.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.393. At the CRITICAL service level of 98% and a 128-day lead time, the reorder point should be 19.1.",APPROVED,2026-05-25
REC-000228,000000000080000034,1000,Belt Scraper Blade Cartridge 250MM ABB,NORMAL,INTERMITTENT,3,21,1.866,1.200,1.251,0.800,4.949,2.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.866. At the NORMAL service level of 85% and a 21-day lead time, the reorder point should be 1.2.",REJECTED,2026-08-16
REC-000229,000000000010000157,2000,Hydraulic Pump Assembly 8/6 MULTOTEC,IMPACT,SLOW,0,7,0.460,0.600,0.415,0.500,2.319,1.400,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 7-day lead time gives a reorder point of 0.6 against the current 0.46.,HELD,2026-07-14
REC-000230,000000000010000157,3000,Hydraulic Pump Assembly 8/6 MULTOTEC,IMPACT,SLOW,2,7,0.451,0.400,0.387,0.300,1.418,1.100,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 7-day lead time gives a reorder point of 0.4 against the current 0.451.,APPROVED,2026-07-02
REC-000231,000000000030000024,1000,Hydraulic Pump Assembly 6/4 ABB,IMPACT,ON_DEMAND,1,60,0.000,9.800,0.000,5.400,0.000,16.600,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 9.8 and a maximum of 16.6.,HELD,2026-08-05
REC-000232,000000000080000035,4000,Gearbox Bearing 8/6 MULTOTEC,IMPACT,INTERMITTENT,7,17,7.244,4.900,5.302,3.600,10.200,12.000,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 10.2. Consumption of 2.4 per month supports a maximum of 12.,PROPOSED,2026-06-12
REC-000233,000000000080000035,2000,Gearbox Bearing 8/6 MULTOTEC,IMPACT,INTERMITTENT,4,17,5.588,3.800,4.290,2.900,8.462,8.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 17-day lead time gives a reorder point of 3.8 against the current 5.588.,PROPOSED,2026-07-26
REC-000234,000000000010000158,2000,Conveyor Idler Roller Set 200MM SANDVIK,IMPACT,REGULAR,11,15,10.668,17.400,4.275,7.000,140.488,80.900,ROP_MAX_SAFETY_STOCK,Regular consumption of 21.2 per month over 24 months with a 15-day lead time gives a reorder point of 17.4 against the current 10.668.,APPROVED,2026-06-24
REC-000235,000000000010000159,2000,Flotation Cell Impeller 10/8 KSB,IMPACT,INTERMITTENT,6,15,6.050,4.200,4.512,3.100,12.839,10.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 6.05. At the IMPACT service level of 95% and a 15-day lead time, the reorder point should be 4.2.",PROPOSED,2026-05-26
REC-000236,000000000080000036,3000,Cyclone Apex Liner 8/6 SEW,IMPACT,INTERMITTENT,3,12,1.485,1.100,1.221,0.900,1.901,2.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.485. At the IMPACT service level of 95% and a 12-day lead time, the reorder point should be 1.1.",APPROVED,2026-08-28
REC-000237,000000000010000161,4000,Hydraulic Pump Assembly TYPE A KSB,IMPACT,REGULAR,9,29,40.092,52.000,11.338,14.700,250.589,169.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 39.2 per month over 24 months with a 29-day lead time gives a reorder point of 52 against the current 40.092.,HELD,2026-07-26
REC-000238,000000000010000161,3000,Hydraulic Pump Assembly TYPE A KSB,IMPACT,REGULAR,12,29,41.993,51.800,14.514,17.900,210.181,158.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 35.5 per month over 24 months with a 29-day lead time gives a reorder point of 51.8 against the current 41.993.,PROPOSED,2026-06-09
REC-000239,000000000010000162,2000,Vertical Sump Pump Column 150MM KSB,NORMAL,INTERMITTENT,3,60,0.735,1.300,0.449,0.800,3.587,2.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.735. At the NORMAL service level of 85% and a 60-day lead time, the reorder point should be 1.3.",PROPOSED,2026-08-06
REC-000240,000000000010000163,4000,Level Radar Transmitter TYPE A ABB,INSURANCE,REGULAR,12,135,109.394,126.800,18.195,21.100,263.110,198.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 60 is below the current reorder point 109.394. At the INSURANCE service level of 90% and a 135-day lead time, the reorder point should be 126.8.",HELD,2026-07-15
REC-000241,000000000080000037,2000,Slurry Density Transmitter TYPE A ABB,CRITICAL,INTERMITTENT,6,129,4.979,5.300,2.530,2.700,5.636,7.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 4.979. At the CRITICAL service level of 98% and a 129-day lead time, the reorder point should be 5.3.",REJECTED,2026-06-25
REC-000242,000000000080000037,1000,Slurry Density Transmitter TYPE A ABB,CRITICAL,INTERMITTENT,5,129,23.223,17.400,14.021,10.500,23.223,22.300,ROP_MAX_SAFETY_STOCK,Stock on hand 41 exceeds the current maximum 23.223. Consumption of 1.6 per month supports a maximum of 22.3.,APPROVED,2026-06-13
REC-000243,000000000010000164,3000,Hydraulic Pump Assembly 6/4 WEIR,CRITICAL,INTERMITTENT,6,133,20.597,13.300,11.265,7.300,25.254,17.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.4 per month over 24 months with a 133-day lead time gives a reorder point of 13.3 against the current 20.597.,APPROVED,2026-07-24
REC-000244,000000000010000164,4000,Hydraulic Pump Assembly 6/4 WEIR,CRITICAL,INTERMITTENT,4,133,9.622,11.500,5.676,6.800,25.654,14.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 9.622. At the CRITICAL service level of 98% and a 133-day lead time, the reorder point should be 11.5.",PROPOSED,2026-06-09
REC-000245,000000000010000166,2000,Ventilation Fan Motor DN150 SANDVIK,IMPACT,INTERMITTENT,6,25,6.219,6.200,4.136,4.100,22.605,13.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.5 per month over 24 months with a 25-day lead time gives a reorder point of 6.2 against the current 6.219.,PROPOSED,2026-07-13
REC-000246,000000000010000167,3000,Vertical Sump Pump Column 150MM METSO,CRITICAL,INTERMITTENT,0,117,3.350,5.300,1.950,3.100,10.773,7.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.35. At the CRITICAL service level of 98% and a 117-day lead time, the reorder point should be 5.3.",PROPOSED,2026-06-20
