attestation_id,session_id,Matnr,Werks,quantity,condition,fault_category,repairable,reason,user,timestamp,evidence_reference
ATT-000145,SESS-000937,000000000080000163,2000,1.000,"Outer race spalling, radial play beyond limit",SHAFT_DAMAGE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-07-02,EVD-000145
ATT-000146,SESS-000940,000000000080000165,3000,1.000,"Impeller vanes eroded, 30 percent material loss",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-27,EVD-000146
ATT-000147,SESS-000942,000000000080000167,2000,1.000,"Shaft journal grooved, runout beyond limit",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-04-29,EVD-000147
ATT-000148,SESS-000943,000000000080000168,2000,1.000,"Shaft journal grooved, runout beyond limit",ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-01,EVD-000148
ATT-000149,SESS-000944,000000000080000169,1000,1.000,"Shaft journal grooved, runout beyond limit",WEAR,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-05-09,EVD-000149
ATT-000150,SESS-000947,000000000080000171,3000,1.000,Stator winding insulation resistance failed at 500V,GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-06-11,EVD-000150
ATT-000151,SESS-000948,000000000080000172,2000,1.000,"Impeller vanes eroded, 30 percent material loss",ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-04-16,EVD-000151
ATT-000152,SESS-000949,000000000080000172,3000,1.000,"Outer race spalling, radial play beyond limit",WEAR,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-08,EVD-000152
ATT-000153,SESS-000950,000000000080000173,1000,1.000,"Shaft journal grooved, runout beyond limit",WEAR,true,Economically repairable; vendor repair recommended.,VZIATT02,2025-11-29,EVD-000153
ATT-000154,SESS-000951,000000000080000174,1000,1.000,Casing wear through at discharge throat,BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-20,EVD-000154
ATT-000155,SESS-000954,000000000080000176,3000,1.000,Casing wear through at discharge throat,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-03-22,EVD-000155
ATT-000156,SESS-000958,000000000080000178,3000,1.000,"Seal faces scored, leaking under load",SEAL_LEAK,true,Economically repairable; vendor repair recommended.,VZIATT02,2025-12-28,EVD-000156
ATT-000157,SESS-000961,000000000080000180,3000,1.000,"Shaft journal grooved, runout beyond limit",BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-19,EVD-000157
ATT-000158,SESS-000963,000000000080000182,1000,1.000,Stator winding insulation resistance failed at 500V,BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-03-30,EVD-000158
ATT-000159,SESS-000964,000000000080000183,2000,1.000,"Input pinion tooth chipping, backlash high",CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2025-12-09,EVD-000159
ATT-000160,SESS-000969,000000000080000188,4000,1.000,"Seal faces scored, leaking under load",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-08,EVD-000160
ATT-000161,SESS-000970,000000000080000189,1000,1.000,Stator winding insulation resistance failed at 500V,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-05-21,EVD-000161
ATT-000162,SESS-000972,000000000080000190,4000,1.000,"Seal faces scored, leaking under load",CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-03-04,EVD-000162
ATT-000163,SESS-000977,000000000080000194,1000,1.000,Stator winding insulation resistance failed at 500V,SEAL_LEAK,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-08-05,EVD-000163
ATT-000164,SESS-000981,000000000080000197,1000,1.000,"Seal faces scored, leaking under load",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-08-26,EVD-000164
ATT-000165,SESS-000982,000000000080000198,2000,1.000,Casing wear through at discharge throat,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-01-01,EVD-000165
ATT-000166,SESS-000983,000000000080000199,2000,1.000,Stator winding insulation resistance failed at 500V,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-08-25,EVD-000166
ATT-000167,SESS-000984,000000000080000200,1000,1.000,Stator winding insulation resistance failed at 500V,BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-07,EVD-000167
ATT-000168,SESS-000985,000000000080000201,1000,1.000,"Shaft journal grooved, runout beyond limit",BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-08-26,EVD-000168
ATT-000169,SESS-000987,000000000080000203,2000,1.000,Casing wear through at discharge throat,WEAR,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-07-31,EVD-000169
ATT-000170,SESS-000988,000000000080000204,4000,1.000,Casing wear through at discharge throat,GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-08-19,EVD-000170
ATT-000171,SESS-000989,000000000080000205,1000,1.000,Stator winding insulation resistance failed at 500V,ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT01,2025-12-11,EVD-000171
ATT-000172,SESS-000990,000000000080000206,3000,1.000,"Impeller vanes eroded, 30 percent material loss",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-06,EVD-000172
ATT-000173,SESS-000991,000000000080000207,2000,1.000,"Input pinion tooth chipping, backlash high",SEAL_LEAK,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-17,EVD-000173
ATT-000174,SESS-000992,000000000080000208,2000,1.000,"Input pinion tooth chipping, backlash high",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-30,EVD-000174
ATT-000175,SESS-000993,000000000080000209,2000,1.000,"Input pinion tooth chipping, backlash high",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2025-11-17,EVD-000175
ATT-000176,SESS-000994,000000000080000209,3000,1.000,Casing wear through at discharge throat,SEAL_LEAK,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-04-26,EVD-000176
ATT-000177,SESS-000995,000000000080000210,4000,1.000,Casing wear through at discharge throat,ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-07,EVD-000177
ATT-000178,SESS-000996,000000000080000211,1000,1.000,"Outer race spalling, radial play beyond limit",ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-07-13,EVD-000178
ATT-000179,SESS-000997,000000000080000212,2000,1.000,Stator winding insulation resistance failed at 500V,WEAR,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-06-23,EVD-000179
ATT-000180,SESS-000999,000000000080000213,2000,1.000,"Input pinion tooth chipping, backlash high",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-19,EVD-000180
ATT-000181,SESS-001000,000000000080000214,3000,1.000,"Impeller vanes eroded, 30 percent material loss",BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-05-12,EVD-000181
ATT-000182,SESS-001001,000000000080000214,1000,1.000,"Seal faces scored, leaking under load",CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-05-06,EVD-000182
ATT-000183,SESS-001002,000000000080000215,4000,1.000,"Input pinion tooth chipping, backlash high",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-31,EVD-000183
ATT-000184,SESS-001003,000000000080000216,1000,1.000,Stator winding insulation resistance failed at 500V,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-02-19,EVD-000184
ATT-000185,SESS-001004,000000000080000216,4000,1.000,Casing wear through at discharge throat,SHAFT_DAMAGE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-04-07,EVD-000185
ATT-000186,SESS-001005,000000000080000217,2000,1.000,"Impeller vanes eroded, 30 percent material loss",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-06,EVD-000186
ATT-000187,SESS-001006,000000000080000218,3000,1.000,Casing wear through at discharge throat,WEAR,true,Economically repairable; vendor repair recommended.,VZIATT02,2025-12-04,EVD-000187
ATT-000188,SESS-001007,000000000080000218,1000,1.000,"Seal faces scored, leaking under load",WEAR,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-06-13,EVD-000188
ATT-000189,SESS-001008,000000000080000219,2000,1.000,"Shaft journal grooved, runout beyond limit",BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-08,EVD-000189
ATT-000190,SESS-001009,000000000080000220,2000,1.000,"Outer race spalling, radial play beyond limit",ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-05-02,EVD-000190
ATT-000191,SESS-001010,000000000080000221,2000,1.000,"Impeller vanes eroded, 30 percent material loss",CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-16,EVD-000191
ATT-000192,SESS-001011,000000000080000222,1000,1.000,Stator winding insulation resistance failed at 500V,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-08-02,EVD-000192
ATT-000193,SESS-001012,000000000080000222,3000,1.000,"Shaft journal grooved, runout beyond limit",BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-07-18,EVD-000193
ATT-000194,SESS-001013,000000000080000223,1000,1.000,"Impeller vanes eroded, 30 percent material loss",BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-26,EVD-000194
ATT-000195,SESS-001014,000000000080000224,1000,1.000,"Input pinion tooth chipping, backlash high",SHAFT_DAMAGE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-08-30,EVD-000195
ATT-000196,SESS-001015,000000000080000226,4000,1.000,Casing wear through at discharge throat,CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2025-12-19,EVD-000196
ATT-000197,SESS-001017,000000000080000228,4000,1.000,Stator winding insulation resistance failed at 500V,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2025-12-26,EVD-000197
ATT-000198,SESS-001018,000000000080000229,2000,1.000,"Outer race spalling, radial play beyond limit",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-09,EVD-000198
ATT-000199,SESS-001019,000000000080000230,1000,1.000,"Shaft journal grooved, runout beyond limit",CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-04-08,EVD-000199
ATT-000200,SESS-001020,000000000080000230,4000,1.000,"Impeller vanes eroded, 30 percent material loss",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-10,EVD-000200
ATT-000201,SESS-001021,000000000080000231,1000,1.000,"Outer race spalling, radial play beyond limit",ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-29,EVD-000201
ATT-000202,SESS-001022,000000000080000232,2000,1.000,Stator winding insulation resistance failed at 500V,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-09-02,EVD-000202
ATT-000203,SESS-001023,000000000080000233,3000,1.000,"Input pinion tooth chipping, backlash high",ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-17,EVD-000203
ATT-000204,SESS-001024,000000000080000234,2000,1.000,Casing wear through at discharge throat,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-03-09,EVD-000204
ATT-000205,SESS-001027,000000000080000236,3000,1.000,Stator winding insulation resistance failed at 500V,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-04-03,EVD-000205
ATT-000206,SESS-001028,000000000080000237,2000,1.000,"Outer race spalling, radial play beyond limit",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-07-28,EVD-000206
ATT-000207,SESS-001029,000000000080000238,4000,1.000,"Input pinion tooth chipping, backlash high",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2025-12-26,EVD-000207
ATT-000208,SESS-001030,000000000080000239,2000,1.000,"Impeller vanes eroded, 30 percent material loss",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-08,EVD-000208
ATT-000209,SESS-001031,000000000080000240,4000,1.000,Casing wear through at discharge throat,BEARING_FAILURE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-28,EVD-000209
ATT-000210,SESS-001033,000000000080000242,2000,1.000,"Impeller vanes eroded, 30 percent material loss",WEAR,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-05-10,EVD-000210
ATT-000211,SESS-001035,000000000080000243,3000,1.000,Casing wear through at discharge throat,SEAL_LEAK,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-04-30,EVD-000211
ATT-000212,SESS-001036,000000000080000244,1000,1.000,"Shaft journal grooved, runout beyond limit",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-05-22,EVD-000212
ATT-000213,SESS-001037,000000000080000245,4000,1.000,"Shaft journal grooved, runout beyond limit",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-03-07,EVD-000213
ATT-000214,SESS-001038,000000000080000246,1000,1.000,"Outer race spalling, radial play beyond limit",SHAFT_DAMAGE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-02-06,EVD-000214
ATT-000215,SESS-001039,000000000080000246,4000,1.000,"Input pinion tooth chipping, backlash high",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-05-23,EVD-000215
ATT-000216,SESS-001040,000000000080000247,1000,1.000,"Shaft journal grooved, runout beyond limit",WEAR,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-04-23,EVD-000216
ATT-000217,SESS-001041,000000000080000248,2000,1.000,"Outer race spalling, radial play beyond limit",CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2025-12-19,EVD-000217
ATT-000218,SESS-001044,000000000080000250,2000,1.000,"Shaft journal grooved, runout beyond limit",WEAR,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-07-07,EVD-000218
ATT-000219,SESS-001048,000000000080000254,4000,1.000,Casing wear through at discharge throat,IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-05-13,EVD-000219
ATT-000220,SESS-001052,000000000080000258,4000,1.000,"Shaft journal grooved, runout beyond limit",IMPELLER_EROSION,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-30,EVD-000220
ATT-000221,SESS-001053,000000000080000258,2000,1.000,Casing wear through at discharge throat,ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-22,EVD-000221
ATT-000222,SESS-001054,000000000080000259,1000,1.000,Stator winding insulation resistance failed at 500V,GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-05-18,EVD-000222
ATT-000223,SESS-001057,000000000080000262,2000,1.000,"Impeller vanes eroded, 30 percent material loss",ELECTRICAL_FAULT,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-06-08,EVD-000223
ATT-000224,SESS-001058,000000000080000262,1000,1.000,Casing wear through at discharge throat,CORROSION,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-06-14,EVD-000224
ATT-000225,SESS-001059,000000000080000263,3000,1.000,"Shaft journal grooved, runout beyond limit",SEAL_LEAK,true,Economically repairable; vendor repair recommended.,VZIATT02,2026-03-09,EVD-000225
ATT-000226,SESS-001061,000000000080000265,2000,1.000,"Impeller vanes eroded, 30 percent material loss",SHAFT_DAMAGE,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-02-06,EVD-000226
ATT-000227,SESS-001062,000000000080000266,3000,1.000,"Input pinion tooth chipping, backlash high",SEAL_LEAK,true,Economically repairable; vendor repair recommended.,VZIATT01,2026-08-06,EVD-000227
ATT-000228,SESS-001063,000000000080000267,4000,1.000,"Outer race spalling, radial play beyond limit",GEARBOX_NOISE,true,Economically repairable; vendor repair recommended.,VZIATT01,2025-10-23,EVD-000228
