approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-000257,REC-000377,Commercial Head,VZIINV02,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-000258,REC-000378,Plant Head,VZIINV01,HELD,2026-08-07,Held pending further consumption evidence.
APR-000259,REC-000379,Inventory Controller,VZIINV01,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000260,REC-000381,Inventory Controller,VZIINV01,HELD,2026-08-07,Held pending further consumption evidence.
APR-000261,REC-000383,Commercial Head,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000262,REC-000384,Plant Head,VZIINV02,REJECTED,2026-07-06,Consumption not considered representative.
APR-000263,REC-000386,Engineering Head,VZIINV01,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000264,REC-000388,Engineering Head,VZIINV02,REJECTED,2026-05-28,Consumption not considered representative.
APR-000265,REC-000390,Inventory Controller,VZIINV01,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000266,REC-000391,Plant Head,VZIINV02,HELD,2026-08-27,Held pending further consumption evidence.
APR-000267,REC-000392,Plant Head,VZIINV02,APPROVED,2026-08-10,Approved; to be applied in SAP by VZI.
APR-000268,REC-000393,Plant Head,VZIINV01,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-000269,REC-000394,Engineering Head,VZIINV01,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-000270,REC-000399,Plant Head,VZIINV02,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000271,REC-000400,Plant Head,VZIINV01,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000272,REC-000402,Plant Head,VZIINV01,APPROVED,2026-05-21,Approved; to be applied in SAP by VZI.
APR-000273,REC-000403,Commercial Head,VZIINV02,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-000274,REC-000404,Inventory Controller,VZIINV01,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-000275,REC-000405,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000276,REC-000407,Engineering Head,VZIINV02,HELD,2026-07-08,Held pending further consumption evidence.
APR-000277,REC-000408,Plant Head,VZIINV01,REJECTED,2026-08-04,Consumption not considered representative.
APR-000278,REC-000409,Plant Head,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000279,REC-000410,Plant Head,VZIINV01,APPROVED,2026-05-22,Approved; to be applied in SAP by VZI.
APR-000280,REC-000411,Plant Head,VZIINV01,HELD,2026-05-24,Held pending further consumption evidence.
APR-000281,REC-000412,Engineering Head,VZIINV01,HELD,2026-08-04,Held pending further consumption evidence.
APR-000282,REC-000413,Engineering Head,VZIINV01,APPROVED,2026-07-02,Approved; to be applied in SAP by VZI.
APR-000283,REC-000415,Plant Head,VZIINV01,APPROVED,2026-06-30,Approved; to be applied in SAP by VZI.
APR-000284,REC-000416,Commercial Head,VZIINV01,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-000285,REC-000417,Commercial Head,VZIINV02,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-000286,REC-000419,Inventory Controller,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000287,REC-000420,Plant Head,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000288,REC-000421,Engineering Head,VZIINV01,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000289,REC-000422,Plant Head,VZIINV01,HELD,2026-07-21,Held pending further consumption evidence.
APR-000290,REC-000426,Plant Head,VZIINV02,REJECTED,2026-07-14,Consumption not considered representative.
APR-000291,REC-000427,Plant Head,VZIINV02,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000292,REC-000429,Inventory Controller,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000293,REC-000430,Plant Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000294,REC-000431,Inventory Controller,VZIINV02,REJECTED,2026-09-06,Consumption not considered representative.
APR-000295,REC-000433,Engineering Head,VZIINV01,REJECTED,2026-08-02,Consumption not considered representative.
APR-000296,REC-000434,Commercial Head,VZIINV02,REJECTED,2026-05-25,Consumption not considered representative.
APR-000297,REC-000435,Plant Head,VZIINV02,REJECTED,2026-08-10,Consumption not considered representative.
APR-000298,REC-000437,Plant Head,VZIINV02,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000299,REC-000438,Plant Head,VZIINV02,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-000300,REC-000439,Inventory Controller,VZIINV02,REJECTED,2026-05-30,Consumption not considered representative.
APR-000301,REC-000440,Inventory Controller,VZIINV02,HELD,2026-08-15,Held pending further consumption evidence.
APR-000302,REC-000443,Commercial Head,VZIINV02,REJECTED,2026-08-08,Consumption not considered representative.
APR-000303,REC-000445,Inventory Controller,VZIINV01,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-000304,REC-000446,Inventory Controller,VZIINV01,REJECTED,2026-09-01,Consumption not considered representative.
APR-000305,REC-000447,Inventory Controller,VZIINV02,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000306,REC-000449,Plant Head,VZIINV02,REJECTED,2026-08-03,Consumption not considered representative.
APR-000307,REC-000450,Engineering Head,VZIINV02,APPROVED,2026-06-08,Approved; to be applied in SAP by VZI.
APR-000308,REC-000451,Inventory Controller,VZIINV01,REJECTED,2026-09-03,Consumption not considered representative.
APR-000309,REC-000453,Plant Head,VZIINV01,REJECTED,2026-06-08,Consumption not considered representative.
APR-000310,REC-000454,Commercial Head,VZIINV02,HELD,2026-05-20,Held pending further consumption evidence.
APR-000311,REC-000456,Inventory Controller,VZIINV02,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000312,REC-000458,Plant Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000313,REC-000460,Plant Head,VZIINV02,APPROVED,2026-09-04,Approved; to be applied in SAP by VZI.
APR-000314,REC-000462,Plant Head,VZIINV02,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000315,REC-000465,Inventory Controller,VZIINV01,REJECTED,2026-07-23,Consumption not considered representative.
APR-000316,REC-000466,Plant Head,VZIINV01,HELD,2026-06-17,Held pending further consumption evidence.
APR-000317,REC-000467,Engineering Head,VZIINV01,REJECTED,2026-07-27,Consumption not considered representative.
APR-000318,REC-000468,Plant Head,VZIINV02,REJECTED,2026-08-13,Consumption not considered representative.
APR-000319,REC-000469,Plant Head,VZIINV01,APPROVED,2026-05-24,Approved; to be applied in SAP by VZI.
APR-000320,REC-000471,Inventory Controller,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000321,REC-000472,Commercial Head,VZIINV01,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000322,REC-000473,Commercial Head,VZIINV02,REJECTED,2026-06-25,Consumption not considered representative.
APR-000323,REC-000475,Plant Head,VZIINV01,REJECTED,2026-05-31,Consumption not considered representative.
APR-000324,REC-000476,Plant Head,VZIINV01,HELD,2026-08-11,Held pending further consumption evidence.
APR-000325,REC-000477,Plant Head,VZIINV02,HELD,2026-07-10,Held pending further consumption evidence.
APR-000326,REC-000478,Plant Head,VZIINV01,REJECTED,2026-08-23,Consumption not considered representative.
APR-000327,REC-000479,Plant Head,VZIINV02,REJECTED,2026-05-17,Consumption not considered representative.
APR-000328,REC-000480,Inventory Controller,VZIINV01,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-000329,REC-000481,Inventory Controller,VZIINV02,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-000330,REC-000482,Inventory Controller,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000331,REC-000483,Inventory Controller,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000332,REC-000486,Inventory Controller,VZIINV02,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-000333,REC-000487,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000334,REC-000488,Engineering Head,VZIINV02,REJECTED,2026-06-30,Consumption not considered representative.
APR-000335,REC-000489,Plant Head,VZIINV01,APPROVED,2026-08-16,Approved; to be applied in SAP by VZI.
APR-000336,REC-000491,Inventory Controller,VZIINV02,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-000337,REC-000493,Inventory Controller,VZIINV02,REJECTED,2026-06-09,Consumption not considered representative.
APR-000338,REC-000494,Commercial Head,VZIINV02,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-000339,REC-000495,Inventory Controller,VZIINV02,REJECTED,2026-07-06,Consumption not considered representative.
APR-000340,REC-000497,Inventory Controller,VZIINV02,HELD,2026-06-02,Held pending further consumption evidence.
APR-000341,REC-000498,Plant Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-000342,REC-000499,Plant Head,VZIINV02,HELD,2026-06-29,Held pending further consumption evidence.
APR-000343,REC-000501,Inventory Controller,VZIINV01,HELD,2026-08-13,Held pending further consumption evidence.
APR-000344,REC-000503,Engineering Head,VZIINV02,REJECTED,2026-05-20,Consumption not considered representative.
APR-000345,REC-000504,Engineering Head,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000346,REC-000505,Inventory Controller,VZIINV01,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-000347,REC-000506,Inventory Controller,VZIINV01,HELD,2026-07-31,Held pending further consumption evidence.
APR-000348,REC-000507,Inventory Controller,VZIINV01,APPROVED,2026-05-18,Approved; to be applied in SAP by VZI.
APR-000349,REC-000508,Inventory Controller,VZIINV01,HELD,2026-06-25,Held pending further consumption evidence.
APR-000350,REC-000509,Inventory Controller,VZIINV01,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-000351,REC-000513,Commercial Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000352,REC-000517,Inventory Controller,VZIINV01,HELD,2026-07-29,Held pending further consumption evidence.
APR-000353,REC-000518,Plant Head,VZIINV02,REJECTED,2026-06-22,Consumption not considered representative.
APR-000354,REC-000519,Plant Head,VZIINV02,REJECTED,2026-06-26,Consumption not considered representative.
APR-000355,REC-000520,Inventory Controller,VZIINV01,REJECTED,2026-07-18,Consumption not considered representative.
APR-000356,REC-000521,Plant Head,VZIINV02,HELD,2026-08-16,Held pending further consumption evidence.
APR-000357,REC-000522,Commercial Head,VZIINV02,REJECTED,2026-08-28,Consumption not considered representative.
APR-000358,REC-000523,Plant Head,VZIINV01,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-000359,REC-000527,Engineering Head,VZIINV01,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-000360,REC-000528,Commercial Head,VZIINV01,REJECTED,2026-08-16,Consumption not considered representative.
APR-000361,REC-000529,Plant Head,VZIINV02,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-000362,REC-000530,Engineering Head,VZIINV01,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-000363,REC-000533,Inventory Controller,VZIINV01,REJECTED,2026-08-03,Consumption not considered representative.
APR-000364,REC-000537,Plant Head,VZIINV01,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-000365,REC-000539,Plant Head,VZIINV02,REJECTED,2026-07-08,Consumption not considered representative.
APR-000366,REC-000540,Engineering Head,VZIINV02,APPROVED,2026-07-09,Approved; to be applied in SAP by VZI.
APR-000367,REC-000541,Inventory Controller,VZIINV01,REJECTED,2026-05-31,Consumption not considered representative.
APR-000368,REC-000543,Plant Head,VZIINV01,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-000369,REC-000544,Engineering Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000370,REC-000545,Engineering Head,VZIINV01,APPROVED,2026-06-08,Approved; to be applied in SAP by VZI.
APR-000371,REC-000546,Commercial Head,VZIINV01,HELD,2026-07-02,Held pending further consumption evidence.
APR-000372,REC-000548,Plant Head,VZIINV01,REJECTED,2026-07-19,Consumption not considered representative.
APR-000373,REC-000549,Engineering Head,VZIINV02,HELD,2026-06-11,Held pending further consumption evidence.
APR-000374,REC-000550,Engineering Head,VZIINV02,HELD,2026-05-28,Held pending further consumption evidence.
APR-000375,REC-000553,Inventory Controller,VZIINV01,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000376,REC-000556,Inventory Controller,VZIINV01,REJECTED,2026-08-08,Consumption not considered representative.
APR-000377,REC-000558,Engineering Head,VZIINV01,HELD,2026-06-24,Held pending further consumption evidence.
APR-000378,REC-000559,Inventory Controller,VZIINV02,REJECTED,2026-07-13,Consumption not considered representative.
APR-000379,REC-000560,Engineering Head,VZIINV02,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000380,REC-000561,Plant Head,VZIINV02,HELD,2026-07-06,Held pending further consumption evidence.
APR-000381,REC-000562,Commercial Head,VZIINV01,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-000382,REC-000563,Inventory Controller,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000383,REC-000565,Inventory Controller,VZIINV01,APPROVED,2026-05-14,Approved; to be applied in SAP by VZI.
APR-000384,REC-000567,Inventory Controller,VZIINV02,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-000385,REC-000568,Plant Head,VZIINV01,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000386,REC-000569,Plant Head,VZIINV01,HELD,2026-06-19,Held pending further consumption evidence.
APR-000387,REC-000570,Plant Head,VZIINV02,REJECTED,2026-07-04,Consumption not considered representative.
APR-000388,REC-000571,Inventory Controller,VZIINV01,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-000389,REC-000572,Plant Head,VZIINV01,REJECTED,2026-05-19,Consumption not considered representative.
APR-000390,REC-000573,Engineering Head,VZIINV01,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000391,REC-000574,Inventory Controller,VZIINV01,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000392,REC-000575,Engineering Head,VZIINV01,APPROVED,2026-06-23,Approved; to be applied in SAP by VZI.
APR-000393,REC-000576,Engineering Head,VZIINV01,HELD,2026-06-07,Held pending further consumption evidence.
APR-000394,REC-000577,Inventory Controller,VZIINV01,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-000395,REC-000578,Inventory Controller,VZIINV02,HELD,2026-07-23,Held pending further consumption evidence.
APR-000396,REC-000579,Engineering Head,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-000397,REC-000580,Plant Head,VZIINV01,APPROVED,2026-08-16,Approved; to be applied in SAP by VZI.
APR-000398,REC-000583,Inventory Controller,VZIINV02,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-000399,REC-000584,Engineering Head,VZIINV01,HELD,2026-08-19,Held pending further consumption evidence.
APR-000400,REC-000585,Plant Head,VZIINV02,REJECTED,2026-06-19,Consumption not considered representative.
APR-000401,REC-000587,Engineering Head,VZIINV01,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-000402,REC-000588,Engineering Head,VZIINV01,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000403,REC-000589,Commercial Head,VZIINV02,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000404,REC-000591,Commercial Head,VZIINV01,HELD,2026-06-05,Held pending further consumption evidence.
APR-000405,REC-000592,Plant Head,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000406,REC-000593,Inventory Controller,VZIINV02,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-000407,REC-000594,Engineering Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-000408,REC-000599,Plant Head,VZIINV01,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000409,REC-000600,Plant Head,VZIINV02,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000410,REC-000606,Commercial Head,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000411,REC-000607,Commercial Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000412,REC-000608,Commercial Head,VZIINV02,HELD,2026-07-04,Held pending further consumption evidence.
APR-000413,REC-000609,Commercial Head,VZIINV01,REJECTED,2026-07-09,Consumption not considered representative.
APR-000414,REC-000610,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000415,REC-000612,Inventory Controller,VZIINV01,REJECTED,2026-09-04,Consumption not considered representative.
APR-000416,REC-000613,Inventory Controller,VZIINV01,REJECTED,2026-08-25,Consumption not considered representative.
APR-000417,REC-000614,Commercial Head,VZIINV02,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000418,REC-000617,Commercial Head,VZIINV02,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000419,REC-000618,Commercial Head,VZIINV02,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000420,REC-000619,Inventory Controller,VZIINV01,REJECTED,2026-08-25,Consumption not considered representative.
APR-000421,REC-000620,Engineering Head,VZIINV01,HELD,2026-07-27,Held pending further consumption evidence.
APR-000422,REC-000621,Engineering Head,VZIINV02,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-000423,REC-000623,Plant Head,VZIINV02,HELD,2026-08-06,Held pending further consumption evidence.
APR-000424,REC-000625,Engineering Head,VZIINV02,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000425,REC-000626,Engineering Head,VZIINV02,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-000426,REC-000627,Inventory Controller,VZIINV02,REJECTED,2026-05-29,Consumption not considered representative.
APR-000427,REC-000628,Inventory Controller,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-000428,REC-000629,Inventory Controller,VZIINV01,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000429,REC-000630,Inventory Controller,VZIINV01,REJECTED,2026-07-17,Consumption not considered representative.
APR-000430,REC-000631,Engineering Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000431,REC-000632,Engineering Head,VZIINV02,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-000432,REC-000633,Plant Head,VZIINV01,APPROVED,2026-08-10,Approved; to be applied in SAP by VZI.
APR-000433,REC-000634,Plant Head,VZIINV02,REJECTED,2026-07-01,Consumption not considered representative.
APR-000434,REC-000637,Inventory Controller,VZIINV02,APPROVED,2026-09-04,Approved; to be applied in SAP by VZI.
APR-000435,REC-000638,Inventory Controller,VZIINV02,REJECTED,2026-08-28,Consumption not considered representative.
APR-000436,REC-000639,Inventory Controller,VZIINV01,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000437,REC-000640,Plant Head,VZIINV02,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000438,REC-000642,Commercial Head,VZIINV01,HELD,2026-05-22,Held pending further consumption evidence.
APR-000439,REC-000647,Plant Head,VZIINV02,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-000440,REC-000649,Commercial Head,VZIINV01,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000441,REC-000650,Inventory Controller,VZIINV01,REJECTED,2026-06-27,Consumption not considered representative.
APR-000442,REC-000651,Engineering Head,VZIINV02,HELD,2026-06-22,Held pending further consumption evidence.
APR-000443,REC-000653,Engineering Head,VZIINV01,REJECTED,2026-06-03,Consumption not considered representative.
APR-000444,REC-000654,Engineering Head,VZIINV02,REJECTED,2026-06-17,Consumption not considered representative.
APR-000445,REC-000655,Plant Head,VZIINV02,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-000446,REC-000656,Inventory Controller,VZIINV02,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000447,REC-000657,Engineering Head,VZIINV02,HELD,2026-05-15,Held pending further consumption evidence.
APR-000448,REC-000658,Plant Head,VZIINV01,APPROVED,2026-05-27,Approved; to be applied in SAP by VZI.
APR-000449,REC-000659,Inventory Controller,VZIINV02,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000450,REC-000660,Inventory Controller,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-000451,REC-000662,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000452,REC-000664,Inventory Controller,VZIINV01,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000453,REC-000666,Plant Head,VZIINV02,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-000454,REC-000668,Inventory Controller,VZIINV01,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-000455,REC-000670,Commercial Head,VZIINV02,HELD,2026-07-11,Held pending further consumption evidence.
APR-000456,REC-000673,Engineering Head,VZIINV01,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-000457,REC-000674,Engineering Head,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000458,REC-000679,Plant Head,VZIINV02,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000459,REC-000681,Plant Head,VZIINV02,REJECTED,2026-08-03,Consumption not considered representative.
APR-000460,REC-000682,Commercial Head,VZIINV02,HELD,2026-05-27,Held pending further consumption evidence.
APR-000461,REC-000684,Inventory Controller,VZIINV02,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000462,REC-000685,Inventory Controller,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000463,REC-000686,Plant Head,VZIINV01,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-000464,REC-000687,Plant Head,VZIINV02,HELD,2026-09-01,Held pending further consumption evidence.
APR-000465,REC-000689,Engineering Head,VZIINV01,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000466,REC-000691,Plant Head,VZIINV02,HELD,2026-09-02,Held pending further consumption evidence.
APR-000467,REC-000692,Plant Head,VZIINV02,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000468,REC-000693,Plant Head,VZIINV02,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000469,REC-000694,Plant Head,VZIINV02,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000470,REC-000695,Plant Head,VZIINV02,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-000471,REC-000696,Plant Head,VZIINV01,APPROVED,2026-06-17,Approved; to be applied in SAP by VZI.
APR-000472,REC-000697,Inventory Controller,VZIINV01,REJECTED,2026-08-07,Consumption not considered representative.
APR-000473,REC-000698,Commercial Head,VZIINV01,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000474,REC-000699,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000475,REC-000700,Engineering Head,VZIINV02,HELD,2026-06-16,Held pending further consumption evidence.
APR-000476,REC-000701,Inventory Controller,VZIINV02,HELD,2026-07-13,Held pending further consumption evidence.
APR-000477,REC-000702,Plant Head,VZIINV01,HELD,2026-07-02,Held pending further consumption evidence.
APR-000478,REC-000703,Commercial Head,VZIINV01,APPROVED,2026-05-22,Approved; to be applied in SAP by VZI.
APR-000479,REC-000704,Plant Head,VZIINV01,APPROVED,2026-05-19,Approved; to be applied in SAP by VZI.
APR-000480,REC-000705,Plant Head,VZIINV01,REJECTED,2026-07-06,Consumption not considered representative.
APR-000481,REC-000706,Plant Head,VZIINV01,HELD,2026-06-20,Held pending further consumption evidence.
APR-000482,REC-000707,Plant Head,VZIINV02,REJECTED,2026-08-04,Consumption not considered representative.
APR-000483,REC-000709,Inventory Controller,VZIINV01,APPROVED,2026-06-09,Approved; to be applied in SAP by VZI.
APR-000484,REC-000710,Inventory Controller,VZIINV01,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-000485,REC-000711,Inventory Controller,VZIINV01,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000486,REC-000714,Commercial Head,VZIINV02,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000487,REC-000717,Engineering Head,VZIINV02,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-000488,REC-000718,Inventory Controller,VZIINV02,HELD,2026-08-01,Held pending further consumption evidence.
APR-000489,REC-000719,Engineering Head,VZIINV01,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-000490,REC-000720,Inventory Controller,VZIINV01,REJECTED,2026-06-06,Consumption not considered representative.
APR-000491,REC-000721,Inventory Controller,VZIINV02,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000492,REC-000723,Plant Head,VZIINV02,HELD,2026-07-31,Held pending further consumption evidence.
APR-000493,REC-000724,Plant Head,VZIINV01,REJECTED,2026-05-15,Consumption not considered representative.
APR-000494,REC-000725,Engineering Head,VZIINV01,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000495,REC-000728,Plant Head,VZIINV01,REJECTED,2026-06-05,Consumption not considered representative.
APR-000496,REC-000733,Commercial Head,VZIINV01,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000497,REC-000734,Inventory Controller,VZIINV01,REJECTED,2026-05-27,Consumption not considered representative.
APR-000498,REC-000735,Engineering Head,VZIINV01,REJECTED,2026-05-17,Consumption not considered representative.
APR-000499,REC-000736,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000500,REC-000737,Plant Head,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-000501,REC-000738,Inventory Controller,VZIINV02,REJECTED,2026-09-02,Consumption not considered representative.
APR-000502,REC-000739,Inventory Controller,VZIINV01,HELD,2026-05-15,Held pending further consumption evidence.
APR-000503,REC-000741,Commercial Head,VZIINV01,REJECTED,2026-07-18,Consumption not considered representative.
APR-000504,REC-000742,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000505,REC-000743,Inventory Controller,VZIINV01,HELD,2026-08-02,Held pending further consumption evidence.
APR-000506,REC-000744,Plant Head,VZIINV02,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-000507,REC-000746,Inventory Controller,VZIINV02,HELD,2026-07-14,Held pending further consumption evidence.
APR-000508,REC-000747,Inventory Controller,VZIINV02,REJECTED,2026-05-16,Consumption not considered representative.
APR-000509,REC-000748,Inventory Controller,VZIINV02,APPROVED,2026-06-17,Approved; to be applied in SAP by VZI.
APR-000510,REC-000749,Plant Head,VZIINV02,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-000511,REC-000750,Plant Head,VZIINV02,HELD,2026-05-22,Held pending further consumption evidence.
APR-000512,REC-000752,Plant Head,VZIINV01,REJECTED,2026-08-07,Consumption not considered representative.
APR-000513,REC-000754,Commercial Head,VZIINV01,HELD,2026-07-22,Held pending further consumption evidence.
APR-000514,REC-000756,Inventory Controller,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000515,REC-000758,Plant Head,VZIINV01,HELD,2026-07-11,Held pending further consumption evidence.
APR-000516,REC-000759,Inventory Controller,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
