case_id,Matnr,Werks,repair_pr,repair_po,repair_po_item,session_id,attestation_id,stage,removed_on,expected_back_on,returned_on,overdue,vendor_turnaround_days,notes
RPR-000146,000000000080000122,2000,2000008685,4500008630,00010,SESS-000888,,OVERDUE,2026-04-26,2026-07-30,,true,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000147,000000000080000122,3000,2000008686,4500008631,00010,SESS-000889,ATT-000108,RETURNED,2026-05-16,2026-06-22,2026-06-30,false,37,Repair vendor Springbok Hydraulic Service Centre .
RPR-000148,000000000080000123,2000,,,,SESS-000890,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008632 while a repairable unit was on hand.
RPR-000149,000000000080000124,2000,2000008688,4500008633,00010,SESS-000891,ATT-000109,BACK_IN_STOCK,2025-12-19,2026-02-27,2026-03-24,false,93,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000150,000000000080000125,2000,2000008689,4500008634,00010,SESS-000892,,RETURNED,2025-11-12,2026-02-21,2026-02-24,false,92,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000151,000000000080000127,4000,,,,SESS-000893,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008635 while a repairable unit was on hand.
RPR-000152,000000000080000128,2000,2000008691,4500008636,00010,SESS-000894,,BACK_IN_STOCK,2026-01-14,2026-03-02,2026-03-23,false,58,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000153,000000000080000130,1000,2000008692,4500008637,00010,SESS-000895,ATT-000110,BACK_IN_STOCK,2025-12-09,2026-03-10,2026-03-23,false,92,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000154,000000000080000131,4000,2000008693,4500008638,00010,SESS-000896,ATT-000111,IN_REPAIR,2026-08-11,2026-10-09,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000155,000000000080000131,3000,2000008694,4500008639,00010,SESS-000897,ATT-000112,IN_REPAIR,2026-08-20,2026-09-23,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000156,000000000080000132,3000,2000008695,4500008640,00010,SESS-000898,ATT-000113,RETURNED,2026-03-17,2026-06-11,2026-06-22,false,87,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000157,000000000080000132,2000,2000008696,4500008641,00010,SESS-000899,ATT-000114,RETURNED,2026-02-27,2026-03-27,2026-04-15,false,41,Repair vendor Kalahari Rotating Equipment Service.
RPR-000158,000000000080000133,4000,2000008697,4500008642,00010,SESS-000900,ATT-000115,RETURNED,2025-11-24,2026-02-09,2026-02-18,false,81,Repair vendor Kalahari Rotating Equipment Service.
RPR-000159,000000000080000134,3000,2000008698,4500008643,00010,SESS-000901,ATT-000116,BACK_IN_STOCK,2026-03-10,2026-04-18,2026-04-22,false,32,Repair vendor Kalahari Rotating Equipment Service.
RPR-000160,000000000080000135,3000,2000008699,4500008644,00010,SESS-000902,ATT-000117,RETURNED,2025-12-29,2026-02-27,2026-03-09,false,59,Repair vendor Kalahari Rotating Equipment Service.
RPR-000161,000000000080000135,4000,2000008700,4500008645,00010,SESS-000903,,BACK_IN_STOCK,2026-06-13,2026-08-13,2026-09-02,false,74,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000162,000000000080000136,1000,2000008701,4500008646,00010,SESS-000904,,EXPECTED_BACK,2026-06-29,2026-09-14,,false,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000163,000000000080000136,4000,2000008702,4500008647,00010,SESS-000905,ATT-000118,RETURNED,2026-02-25,2026-05-14,2026-05-26,false,80,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000164,000000000080000137,2000,2000008703,4500008648,00010,SESS-000906,ATT-000119,IN_REPAIR,2026-08-26,2026-10-11,,false,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000165,000000000080000138,1000,2000008704,4500008649,00010,SESS-000907,,OVERDUE,2026-04-29,2026-06-20,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000166,000000000080000139,1000,2000008705,4500008650,00010,SESS-000908,ATT-000120,IN_REPAIR,2026-07-13,2026-09-29,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000167,000000000080000140,4000,2000008706,4500008651,00010,SESS-000909,ATT-000121,IN_REPAIR,2026-08-12,2026-10-08,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000168,000000000080000141,1000,2000008707,4500008652,00010,SESS-000910,ATT-000122,OVERDUE,2026-04-08,2026-06-19,,true,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000169,000000000080000142,3000,2000008708,4500008653,00010,SESS-000911,ATT-000123,RETURNED,2026-02-11,2026-05-16,2026-06-02,false,99,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000170,000000000080000143,2000,2000008709,4500008654,00010,SESS-000912,ATT-000124,BACK_IN_STOCK,2026-05-18,2026-08-19,2026-08-31,false,102,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000171,000000000080000144,2000,,,,SESS-000913,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008655 while a repairable unit was on hand.
RPR-000172,000000000080000145,1000,2000008711,4500008656,00010,SESS-000914,ATT-000125,RETURNED,2025-11-07,2026-02-17,2026-02-23,false,96,Repair vendor Kalahari Rotating Equipment Service.
RPR-000173,000000000080000146,1000,2000008712,4500008657,00010,SESS-000915,ATT-000126,IN_REPAIR,2026-08-21,2026-11-22,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000174,000000000080000146,3000,2000008713,4500008658,00010,SESS-000916,ATT-000127,RETURNED,2026-01-11,2026-04-15,2026-05-01,false,103,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000175,000000000080000147,2000,2000008714,4500008659,00010,SESS-000917,ATT-000128,OVERDUE,2026-07-14,2026-08-21,,true,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000176,000000000080000148,4000,2000008715,4500008660,00010,SESS-000918,ATT-000129,BACK_IN_STOCK,2026-04-27,2026-06-05,2026-06-26,false,49,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000177,000000000080000149,2000,2000008716,4500008661,00010,SESS-000919,ATT-000130,IN_REPAIR,2026-07-20,2026-09-30,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000178,000000000080000150,4000,,,,SESS-000920,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008662 while a repairable unit was on hand.
RPR-000179,000000000080000151,1000,2000008718,4500008663,00010,SESS-000921,ATT-000131,BACK_IN_STOCK,2026-02-12,2026-04-27,2026-04-30,false,68,Repair vendor Springbok Hydraulic Service Centre .
RPR-000180,000000000080000151,2000,2000008719,4500008664,00010,SESS-000922,ATT-000132,BACK_IN_STOCK,2026-04-17,2026-06-21,2026-06-28,false,62,Repair vendor Springbok Hydraulic Service Centre .
RPR-000181,000000000080000152,1000,2000008720,4500008665,00010,SESS-000923,ATT-000133,BACK_IN_STOCK,2026-04-20,2026-07-26,2026-08-13,false,104,Repair vendor Springbok Hydraulic Service Centre .
RPR-000182,000000000080000153,4000,2000008721,4500008666,00010,SESS-000924,ATT-000134,RETURNED,2026-06-25,2026-08-04,2026-08-29,false,56,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000183,000000000080000154,4000,2000008722,4500008667,00010,SESS-000925,,IN_REPAIR,2026-08-25,2026-10-12,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000184,000000000080000155,4000,2000008723,4500008668,00010,SESS-000926,ATT-000135,RETURNED,2026-02-11,2026-05-03,2026-05-12,false,84,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000185,000000000080000156,2000,2000008724,4500008669,00010,SESS-000927,ATT-000136,RETURNED,2026-04-15,2026-06-10,2026-07-03,false,65,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000186,000000000080000156,4000,2000008725,4500008670,00010,SESS-000928,ATT-000137,BACK_IN_STOCK,2026-03-25,2026-06-15,2026-07-02,false,94,Repair vendor Orange River Hydraulic Service Cent.
RPR-000187,000000000080000157,4000,2000008726,4500008671,00010,SESS-000929,ATT-000138,OVERDUE,2026-05-14,2026-06-18,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000188,000000000080000158,2000,2000008727,4500008672,00010,SESS-000930,ATT-000139,RETURNED,2026-06-20,2026-07-27,2026-07-30,false,34,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000189,000000000080000158,1000,2000008728,4500008673,00010,SESS-000931,ATT-000140,OVERDUE,2026-06-25,2026-08-03,,true,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000190,000000000080000159,2000,2000008729,4500008674,00010,SESS-000932,ATT-000141,RETURNED,2026-05-22,2026-08-13,2026-09-07,false,101,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000191,000000000080000159,3000,2000008730,4500008675,00010,SESS-000933,ATT-000142,OVERDUE,2026-03-24,2026-06-18,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000192,000000000080000160,2000,2000008731,4500008676,00010,SESS-000934,ATT-000143,RETURNED,2026-01-21,2026-04-11,2026-04-29,false,92,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000193,000000000080000161,1000,,,,SESS-000935,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008677 while a repairable unit was on hand.
RPR-000194,000000000080000162,2000,2000008733,4500008678,00010,SESS-000936,ATT-000144,EXPECTED_BACK,2026-07-03,2026-09-12,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000195,000000000080000163,2000,2000008734,4500008679,00010,SESS-000937,ATT-000145,IN_REPAIR,2026-06-29,2026-10-11,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000196,000000000080000164,4000,,,,SESS-000938,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008680 while a repairable unit was on hand.
RPR-000197,000000000080000164,3000,,,,SESS-000939,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008681 while a repairable unit was on hand.
RPR-000198,000000000080000165,3000,2000008737,4500008682,00010,SESS-000940,ATT-000146,IN_REPAIR,2026-08-24,2026-10-05,,false,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000199,000000000080000166,1000,2000008738,4500008683,00010,SESS-000941,,OVERDUE,2026-05-25,2026-06-21,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000200,000000000080000167,2000,2000008739,4500008684,00010,SESS-000942,ATT-000147,OVERDUE,2026-04-26,2026-07-26,,true,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000201,000000000080000168,2000,2000008740,4500008685,00010,SESS-000943,ATT-000148,OVERDUE,2026-06-28,2026-07-31,,true,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000202,000000000080000169,1000,2000008741,4500008686,00010,SESS-000944,ATT-000149,OVERDUE,2026-05-09,2026-06-17,,true,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000203,000000000080000170,2000,2000008742,4500008687,00010,SESS-000945,,IN_REPAIR,2026-07-27,2026-10-17,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000204,000000000080000170,4000,,,,SESS-000946,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008688 while a repairable unit was on hand.
RPR-000205,000000000080000171,3000,2000008744,4500008689,00010,SESS-000947,ATT-000150,OVERDUE,2026-06-11,2026-07-19,,true,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000206,000000000080000172,2000,2000008745,4500008690,00010,SESS-000948,ATT-000151,BACK_IN_STOCK,2026-04-13,2026-06-24,2026-07-18,false,90,Repair vendor Orange River Hydraulic Service Cent.
RPR-000207,000000000080000172,3000,2000008746,4500008691,00010,SESS-000949,ATT-000152,IN_REPAIR,2026-08-05,2026-10-25,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000208,000000000080000173,1000,2000008747,4500008692,00010,SESS-000950,ATT-000153,BACK_IN_STOCK,2025-11-26,2026-02-11,2026-03-02,false,89,Repair vendor Orange River Hydraulic Service Cent.
RPR-000209,000000000080000174,1000,2000008748,4500008693,00010,SESS-000951,ATT-000154,IN_REPAIR,2026-08-17,2026-10-31,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000210,000000000080000174,2000,,,,SESS-000952,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008694 while a repairable unit was on hand.
RPR-000211,000000000080000175,4000,2000008750,4500008695,00010,SESS-000953,,IN_REPAIR,2026-07-26,2026-10-16,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000212,000000000080000176,3000,2000008751,4500008696,00010,SESS-000954,ATT-000155,OVERDUE,2026-03-19,2026-06-02,,true,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000213,000000000080000176,2000,2000008752,4500008697,00010,SESS-000955,,RETURNED,2025-12-27,2026-02-15,2026-02-21,false,52,Repair vendor Springbok Hydraulic Service Centre .
RPR-000214,000000000080000177,3000,,,,SESS-000956,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008698 while a repairable unit was on hand.
RPR-000215,000000000080000177,2000,2000008754,4500008699,00010,SESS-000957,,BACK_IN_STOCK,2025-12-30,2026-04-17,2026-05-06,false,114,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000216,000000000080000178,3000,2000008755,4500008700,00010,SESS-000958,ATT-000156,RETURNED,2025-12-27,2026-02-11,2026-02-17,false,44,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000217,000000000080000179,4000,,,,SESS-000959,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008701 while a repairable unit was on hand.
RPR-000218,000000000080000179,3000,,,,SESS-000960,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008702 while a repairable unit was on hand.
RPR-000219,000000000080000180,3000,2000008758,4500008703,00010,SESS-000961,ATT-000157,IN_REPAIR,2026-08-19,2026-09-25,,false,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000220,000000000080000181,4000,,,,SESS-000962,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008704 while a repairable unit was on hand.
RPR-000221,000000000080000182,1000,2000008760,4500008705,00010,SESS-000963,ATT-000158,OVERDUE,2026-03-30,2026-06-27,,true,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000222,000000000080000183,2000,2000008761,4500008706,00010,SESS-000964,ATT-000159,RETURNED,2025-12-06,2026-01-31,2026-02-25,false,75,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000223,000000000080000184,4000,2000008762,4500008707,00010,SESS-000965,,EXPECTED_BACK,2026-07-18,2026-09-14,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000224,000000000080000185,1000,2000008763,4500008708,00010,SESS-000966,,OVERDUE,2026-06-10,2026-08-10,,true,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000225,000000000080000186,3000,2000008764,4500008709,00010,SESS-000967,,IN_REPAIR,2026-08-22,2026-10-06,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000226,000000000080000187,3000,2000008765,4500008710,00010,SESS-000968,,BACK_IN_STOCK,2026-04-26,2026-07-07,2026-07-11,false,70,Repair vendor Springbok Hydraulic Service Centre .
RPR-000227,000000000080000188,4000,2000008766,4500008711,00010,SESS-000969,ATT-000160,IN_REPAIR,2026-07-06,2026-10-15,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000228,000000000080000189,1000,2000008767,4500008712,00010,SESS-000970,ATT-000161,RETURNED,2026-05-21,2026-08-13,2026-09-02,false,98,Repair vendor Kalahari Rotating Equipment Service.
RPR-000229,000000000080000189,2000,2000008768,4500008713,00010,SESS-000971,,OVERDUE,2026-05-11,2026-06-15,,true,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000230,000000000080000190,4000,2000008769,4500008714,00010,SESS-000972,ATT-000162,BACK_IN_STOCK,2026-03-01,2026-04-04,2026-04-08,false,34,Repair vendor Kalahari Rotating Equipment Service.
RPR-000231,000000000080000191,4000,,,,SESS-000973,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008715 while a repairable unit was on hand.
RPR-000232,000000000080000192,1000,2000008771,4500008716,00010,SESS-000974,,IN_REPAIR,2026-08-03,2026-10-15,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000233,000000000080000193,1000,2000008772,4500008717,00010,SESS-000975,,BACK_IN_STOCK,2025-11-26,2026-03-02,2026-03-23,false,107,Repair vendor Kalahari Rotating Equipment Service.
RPR-000234,000000000080000194,3000,,,,SESS-000976,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008718 while a repairable unit was on hand.
RPR-000235,000000000080000194,1000,2000008774,4500008719,00010,SESS-000977,ATT-000163,IN_REPAIR,2026-08-05,2026-09-28,,false,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000236,000000000080000195,3000,,,,SESS-000978,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008720 while a repairable unit was on hand.
RPR-000237,000000000080000196,3000,2000008776,4500008721,00010,SESS-000979,,RETURNED,2026-05-18,2026-08-07,2026-08-22,false,89,Repair vendor Orange River Hydraulic Service Cent.
RPR-000238,000000000080000196,2000,2000008777,4500008722,00010,SESS-000980,,IN_REPAIR,2026-08-15,2026-11-27,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000239,000000000080000197,1000,2000008778,4500008723,00010,SESS-000981,ATT-000164,IN_REPAIR,2026-08-23,2026-09-21,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000240,000000000080000198,2000,2000008779,4500008724,00010,SESS-000982,ATT-000165,RETURNED,2025-12-31,2026-03-02,2026-03-05,false,53,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000241,000000000080000199,2000,2000008780,4500008725,00010,SESS-000983,ATT-000166,IN_REPAIR,2026-08-22,2026-11-27,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000242,000000000080000200,1000,2000008781,4500008726,00010,SESS-000984,ATT-000167,OVERDUE,2026-06-07,2026-08-27,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000243,000000000080000201,1000,2000008782,4500008727,00010,SESS-000985,ATT-000168,IN_REPAIR,2026-08-25,2026-09-29,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000244,000000000080000202,2000,2000008783,4500008728,00010,SESS-000986,,BACK_IN_STOCK,2026-07-10,2026-08-15,2026-08-26,false,40,Repair vendor Kalahari Rotating Equipment Service.
RPR-000245,000000000080000203,2000,2000008784,4500008729,00010,SESS-000987,ATT-000169,IN_REPAIR,2026-07-31,2026-10-15,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000246,000000000080000204,4000,2000008785,4500008730,00010,SESS-000988,ATT-000170,IN_REPAIR,2026-08-17,2026-09-23,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000247,000000000080000205,1000,2000008786,4500008731,00010,SESS-000989,ATT-000171,BACK_IN_STOCK,2025-12-08,2026-03-17,2026-03-22,false,93,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000248,000000000080000206,3000,2000008787,4500008732,00010,SESS-000990,ATT-000172,BACK_IN_STOCK,2026-07-04,2026-08-24,2026-09-01,false,53,Repair vendor Springbok Hydraulic Service Centre .
RPR-000249,000000000080000207,2000,2000008788,4500008733,00010,SESS-000991,ATT-000173,EXPECTED_BACK,2026-06-16,2026-09-08,,false,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000250,000000000080000208,2000,2000008789,4500008734,00010,SESS-000992,ATT-000174,IN_REPAIR,2026-07-29,2026-09-28,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000251,000000000080000209,2000,2000008790,4500008735,00010,SESS-000993,ATT-000175,BACK_IN_STOCK,2025-11-17,2026-02-16,2026-03-03,false,101,Repair vendor Orange River Hydraulic Service Cent.
RPR-000252,000000000080000209,3000,2000008791,4500008736,00010,SESS-000994,ATT-000176,OVERDUE,2026-04-23,2026-07-12,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000253,000000000080000210,4000,2000008792,4500008737,00010,SESS-000995,ATT-000177,EXPECTED_BACK,2026-06-04,2026-09-11,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000254,000000000080000211,1000,2000008793,4500008738,00010,SESS-000996,ATT-000178,IN_REPAIR,2026-07-10,2026-09-22,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000255,000000000080000212,2000,2000008794,4500008739,00010,SESS-000997,ATT-000179,EXPECTED_BACK,2026-06-22,2026-09-13,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000256,000000000080000212,3000,,,,SESS-000998,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008740 while a repairable unit was on hand.
RPR-000257,000000000080000213,2000,2000008796,4500008741,00010,SESS-000999,ATT-000180,IN_REPAIR,2026-07-17,2026-10-03,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000258,000000000080000214,3000,2000008797,4500008742,00010,SESS-001000,ATT-000181,RETURNED,2026-05-11,2026-08-15,2026-08-21,false,95,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000259,000000000080000214,1000,2000008798,4500008743,00010,SESS-001001,ATT-000182,OVERDUE,2026-05-03,2026-06-05,,true,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000260,000000000080000215,4000,2000008799,4500008744,00010,SESS-001002,ATT-000183,IN_REPAIR,2026-08-29,2026-10-04,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000261,000000000080000216,1000,2000008800,4500008745,00010,SESS-001003,ATT-000184,RETURNED,2026-02-19,2026-05-20,2026-05-27,false,88,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000262,000000000080000216,4000,2000008801,4500008746,00010,SESS-001004,ATT-000185,BACK_IN_STOCK,2026-04-07,2026-06-03,2026-06-09,false,53,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000263,000000000080000217,2000,2000008802,4500008747,00010,SESS-001005,ATT-000186,EXPECTED_BACK,2026-06-06,2026-09-13,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000264,000000000080000218,3000,2000008803,4500008748,00010,SESS-001006,ATT-000187,BACK_IN_STOCK,2025-12-03,2026-03-01,2026-03-15,false,92,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000265,000000000080000218,1000,2000008804,4500008749,00010,SESS-001007,ATT-000188,OVERDUE,2026-06-13,2026-08-08,,true,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000266,000000000080000219,2000,2000008805,4500008750,00010,SESS-001008,ATT-000189,OVERDUE,2026-06-08,2026-08-14,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000267,000000000080000220,2000,2000008806,4500008751,00010,SESS-001009,ATT-000190,OVERDUE,2026-04-30,2026-08-13,,true,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000268,000000000080000221,2000,2000008807,4500008752,00010,SESS-001010,ATT-000191,BACK_IN_STOCK,2026-07-15,2026-08-27,2026-08-27,false,36,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000269,000000000080000222,1000,2000008808,4500008753,00010,SESS-001011,ATT-000192,IN_REPAIR,2026-07-31,2026-11-01,,false,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000270,000000000080000222,3000,2000008809,4500008754,00010,SESS-001012,ATT-000193,IN_REPAIR,2026-07-17,2026-09-21,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000271,000000000080000223,1000,2000008810,4500008755,00010,SESS-001013,ATT-000194,OVERDUE,2026-06-26,2026-08-24,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000272,000000000080000224,1000,2000008811,4500008756,00010,SESS-001014,ATT-000195,IN_REPAIR,2026-08-27,2026-10-05,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000273,000000000080000226,4000,2000008812,4500008757,00010,SESS-001015,ATT-000196,BACK_IN_STOCK,2025-12-16,2026-03-24,2026-04-15,false,110,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000274,000000000080000227,3000,2000008813,4500008758,00010,SESS-001016,,BACK_IN_STOCK,2026-06-30,2026-08-17,2026-08-22,false,43,Repair vendor Orange River Gearbox Refurbishment .
RPR-000275,000000000080000228,4000,2000008814,4500008759,00010,SESS-001017,ATT-000197,RETURNED,2025-12-26,2026-03-14,2026-03-23,false,76,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000276,000000000080000229,2000,2000008815,4500008760,00010,SESS-001018,ATT-000198,IN_REPAIR,2026-08-07,2026-11-04,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000277,000000000080000230,1000,2000008816,4500008761,00010,SESS-001019,ATT-000199,RETURNED,2026-04-06,2026-06-02,2026-06-12,false,58,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000278,000000000080000230,4000,2000008817,4500008762,00010,SESS-001020,ATT-000200,IN_REPAIR,2026-08-07,2026-10-16,,false,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000279,000000000080000231,1000,2000008818,4500008763,00010,SESS-001021,ATT-000201,IN_REPAIR,2026-07-29,2026-10-15,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000280,000000000080000232,2000,2000008819,4500008764,00010,SESS-001022,ATT-000202,IN_REPAIR,2026-08-30,2026-11-05,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000281,000000000080000233,3000,2000008820,4500008765,00010,SESS-001023,ATT-000203,EXPECTED_BACK,2026-06-17,2026-09-07,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000282,000000000080000234,2000,2000008821,4500008766,00010,SESS-001024,ATT-000204,RETURNED,2026-03-08,2026-04-27,2026-05-17,false,60,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000283,000000000080000234,4000,,,,SESS-001025,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008767 while a repairable unit was on hand.
RPR-000284,000000000080000235,3000,2000008823,4500008768,00010,SESS-001026,,BACK_IN_STOCK,2026-03-03,2026-04-19,2026-04-27,false,44,Repair vendor Orange River Gearbox Refurbishment .
RPR-000285,000000000080000236,3000,2000008824,4500008769,00010,SESS-001027,ATT-000205,BACK_IN_STOCK,2026-04-02,2026-05-11,2026-05-18,false,37,Repair vendor Orange River Hydraulic Service Cent.
RPR-000286,000000000080000237,2000,2000008825,4500008770,00010,SESS-001028,ATT-000206,IN_REPAIR,2026-07-27,2026-10-22,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000287,000000000080000238,4000,2000008826,4500008771,00010,SESS-001029,ATT-000207,BACK_IN_STOCK,2025-12-25,2026-03-31,2026-03-31,false,89,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000288,000000000080000239,2000,2000008827,4500008772,00010,SESS-001030,ATT-000208,OVERDUE,2026-06-07,2026-07-08,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000289,000000000080000240,4000,2000008828,4500008773,00010,SESS-001031,ATT-000209,EXPECTED_BACK,2026-06-28,2026-09-10,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000290,000000000080000241,1000,2000008829,4500008774,00010,SESS-001032,,IN_REPAIR,2026-07-11,2026-10-08,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000291,000000000080000242,2000,2000008830,4500008775,00010,SESS-001033,ATT-000210,BACK_IN_STOCK,2026-05-07,2026-08-17,2026-08-27,false,103,Repair vendor Namaqua Mechanical Repair Works (Pt.
